ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
2015,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,66532
2015,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,7802
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,66098
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,54838
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,49977
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,31184
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,15398
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,10021
2016,25,Cundinamarca,Hombre,Cabecera Municipal,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,87235
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,63964
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,58765
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,27765
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8053
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,68753
2016,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,72460
2016,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,5441
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,43844
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,24204
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,16590
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6371
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,5881
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C741,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,57170
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,52670
2017,25,Cundinamarca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,52670
2017,25,Cundinamarca,Hombre,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,17332
2017,25,Cundinamarca,Hombre,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,13117
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,61948
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,40763
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,30051
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,21324
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,14057
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8696
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8842
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,40763
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,14057
2017,25,Cundinamarca,Mujer,Cabecera Municipal,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,30051
2017,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,5693
2018,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,55335
2018,25,Cundinamarca,Hombre,Cabecera Municipal,C758,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,46761
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,56267
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,23045
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,9344
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9962
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,73344
2018,25,Cundinamarca,Mujer,Cabecera Municipal,C752,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,65103
2018,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,8787
2019,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,58989
2019,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,19620
2019,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,69021
2019,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,25225
2019,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,16701
2019,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,10231
2019,25,Cundinamarca,Mujer,Cabecera Municipal,C754,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,91908
2019,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,12596
2019,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,6800
2019,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,31674
2020,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,54408
2020,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42852
2020,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8036
2020,25,Cundinamarca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,7700
2020,25,Cundinamarca,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,31366
2020,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,18314
2020,25,Cundinamarca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,11762
2020,25,Cundinamarca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,86424
2020,25,Cundinamarca,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,9194
2009,94,Guainía,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,903
2019,94,Guainía,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,461
1989,95,Guaviare,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,2,1160
1996,95,Guaviare,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,20
2015,95,Guaviare,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,781
2014,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,4,4661
2012,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,3,11177
2019,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,3,15096
1985,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,1100
1986,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,4896
1987,41,Huila,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,2,14854
1987,41,Huila,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,649
1992,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,3146
1994,41,Huila,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,28636
1997,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,2587
1998,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,2316
2000,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,2537
2000,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,3000
2003,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,10067
2007,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,5343
2007,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,2568
2009,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,8603
2010,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,2881
2011,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,2540
2014,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,7640
2014,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,3094
2015,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,2154
2015,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,6990
2016,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,2240
2016,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,13239
2016,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,10084
2017,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,10538
2017,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,7631
2017,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,5141
2018,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,8789
2020,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,4458
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,5969
1985,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1128
1985,41,Huila,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,22801
1986,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,2992
1986,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4293
1987,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4193
1987,41,Huila,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,24559
1987,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,6962
1987,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4573
1987,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1102
1987,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1518
1988,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,6076
1988,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2607
1988,41,Huila,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,26980
1989,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,5680
1989,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,5096
1990,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,17244
1990,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,9397
1990,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,5325
1990,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2868
1991,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,6232
1991,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,850
1991,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,5529
1991,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,4222
1991,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,1972
1992,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,4053
1992,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2818
1992,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,5720
1993,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,4660
1993,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3308
1993,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1262
1994,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3097
1994,41,Huila,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,7329
1994,41,Huila,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,5932
1994,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3433
1994,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1324
1995,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,7202
1995,41,Huila,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,28995
1995,41,Huila,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,892
1995,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,5033
1995,41,Huila,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3610
1996,41,Huila,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3374
1996,41,Huila,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4175
1996,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,7953
1996,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3794
1996,41,Huila,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1435
1997,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2795
1997,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,10005
1998,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,16791
1998,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,12752
1998,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,2742
1998,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,10371
1999,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,5403
1999,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,13237
1999,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4349
1999,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,19695
1999,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2000
2000,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,8083
2000,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3890
2000,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,14714
2000,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3051
2000,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,17072
2000,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1349
2000,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,11152
2000,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,4193
2000,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,2590
2001,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,8356
2001,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,9342
2001,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,5896
2001,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3166
2001,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,14289
2001,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,4344
2002,41,Huila,Hombre,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,22134
2002,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,18269
2002,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4740
2002,41,Huila,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3338
2003,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,15435
2003,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,6238
2003,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4843
2003,41,Huila,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4843
2003,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,3621
2004,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3016
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,20840
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,16046
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,10462
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3643
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2162
2004,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1618
2005,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1057
2005,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,5053
2005,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2296
2005,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1717
2006,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,16904
2006,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4503
2006,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1888
2006,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1147
2006,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2428
2006,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1831
2007,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1186
2007,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,11732
2007,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3953
2007,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,28306
2008,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,6283
2008,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4723
2008,41,Huila,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2085
2008,41,Huila,Hombre,Cabecera Municipal,C740,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,28873
2008,41,Huila,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,7245
2008,41,Huila,Mujer,Cabecera Municipal,C740,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2687
2008,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,29039
2009,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,25619
2009,41,Huila,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,17275
2009,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,15787
2009,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,9884
2009,41,Huila,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,20444
2010,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,13921
2010,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4939
